id,metric_name,value,timestamp
393,total_predicted_revenue,18280463.22406956,2025-12-01 15:56:20.035142
394,total_quantity,b'\x0f\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:20.035142
395,batch_size,1.0,2025-12-01 15:56:20.035142
396,avg_price,480625.23216777714,2025-12-01 15:56:20.721861
397,avg_rating,1.4354463225279885,2025-12-01 15:56:20.721861
398,total_predicted_revenue,5286877.553845549,2025-12-01 15:56:20.721861
399,total_quantity,b'\x0b\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:20.721861
400,batch_size,1.0,2025-12-01 15:56:20.721861
401,avg_price,1680632.4924982917,2025-12-01 15:56:21.452816
402,avg_rating,2.818946016349459,2025-12-01 15:56:21.452816
403,total_predicted_revenue,18486957.417481206,2025-12-01 15:56:21.452816
404,total_quantity,b'\x0b\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:21.452816
405,batch_size,1.0,2025-12-01 15:56:21.452816
406,avg_price,1353828.8199793731,2025-12-01 15:56:22.324279
407,avg_rating,3.251834864938592,2025-12-01 15:56:22.324279
408,total_predicted_revenue,10830630.559834985,2025-12-01 15:56:22.324279
409,total_quantity,b'\x08\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:22.324279
410,batch_size,1.0,2025-12-01 15:56:22.324279
411,avg_price,458016.89289963763,2025-12-01 15:56:22.670127
412,avg_rating,2.136928209909823,2025-12-01 15:56:22.670127
413,total_predicted_revenue,6870253.393494564,2025-12-01 15:56:22.670127
414,total_quantity,b'\x0f\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:22.670127
415,batch_size,1.0,2025-12-01 15:56:22.670127
416,avg_price,73506.6592627285,2025-12-01 15:56:22.979500
417,avg_rating,3.1615159054811244,2025-12-01 15:56:22.979500
418,total_predicted_revenue,735066.592627285,2025-12-01 15:56:22.979500
419,total_quantity,b'\n\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:22.979500
420,batch_size,1.0,2025-12-01 15:56:22.979500
421,avg_price,1386194.5804719706,2025-12-01 15:56:23.810701
422,avg_rating,0.5857257913868374,2025-12-01 15:56:23.810701
423,total_predicted_revenue,20792918.70707956,2025-12-01 15:56:23.810701
424,total_quantity,b'\x0f\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:23.810701
425,batch_size,1.0,2025-12-01 15:56:23.810701
426,avg_price,1231842.8175060677,2025-12-01 15:56:24.183042
427,avg_rating,1.1277885578806996,2025-12-01 15:56:24.183042
428,total_predicted_revenue,16013956.62757888,2025-12-01 15:56:24.183042
429,total_quantity,b'\r\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:24.183042
430,batch_size,1.0,2025-12-01 15:56:24.183042
431,avg_price,1479568.4421430838,2025-12-01 15:56:25.013153
432,avg_rating,1.907013262724528,2025-12-01 15:56:25.013153
433,total_predicted_revenue,22193526.632146258,2025-12-01 15:56:25.013153
434,total_quantity,b'\x0f\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:25.013153
435,batch_size,1.0,2025-12-01 15:56:25.013153
436,avg_price,1684617.4133005175,2025-12-01 15:56:25.542223
437,avg_rating,1.372948722937935,2025-12-01 15:56:25.542223
438,total_predicted_revenue,10107704.479803104,2025-12-01 15:56:25.542223
439,total_quantity,b'\x06\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:25.542223
440,batch_size,1.0,2025-12-01 15:56:25.542223
441,avg_price,944416.4137147984,2025-12-01 15:56:26.181321
442,avg_rating,1.2525174107757446,2025-12-01 15:56:26.181321
443,total_predicted_revenue,8499747.723433185,2025-12-01 15:56:26.181321
444,total_quantity,b'\t\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:26.181321
445,batch_size,1.0,2025-12-01 15:56:26.181321
446,avg_price,742639.7459386428,2025-12-01 15:56:26.382318
447,avg_rating,0.44079076600494704,2025-12-01 15:56:26.382318
448,total_predicted_revenue,6683757.713447785,2025-12-01 15:56:26.382318
449,total_quantity,b'\t\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:26.382318
450,batch_size,1.0,2025-12-01 15:56:26.382318
451,avg_price,1413136.1888342751,2025-12-01 15:56:27.012331
452,avg_rating,4.533036073177181,2025-12-01 15:56:27.012331
453,total_predicted_revenue,16957634.2660113,2025-12-01 15:56:27.012331
454,total_quantity,b'\x0c\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:27.012331
455,batch_size,1.0,2025-12-01 15:56:27.012331
456,avg_price,524497.0450733206,2025-12-01 15:56:27.137189
457,avg_rating,2.88647366551757,2025-12-01 15:56:27.137189
458,total_predicted_revenue,6818461.585953169,2025-12-01 15:56:27.137189
459,total_quantity,b'\r\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:27.137189
460,batch_size,1.0,2025-12-01 15:56:27.137189
461,avg_price,1051761.9997944892,2025-12-01 15:56:27.950231
462,avg_rating,0.8802803334567982,2025-12-01 15:56:27.950231
463,total_predicted_revenue,10517619.997944891,2025-12-01 15:56:27.950231
464,total_quantity,b'\n\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:27.950231
465,batch_size,1.0,2025-12-01 15:56:27.950231
466,avg_price,903068.9594743615,2025-12-01 15:56:28.201062
467,avg_rating,0.7869257063132779,2025-12-01 15:56:28.201062
468,total_predicted_revenue,11739896.4731667,2025-12-01 15:56:28.201062
469,total_quantity,b'\r\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:28.201062
470,batch_size,1.0,2025-12-01 15:56:28.201062
471,avg_price,184841.34897574407,2025-12-01 15:56:29.136121
472,avg_rating,2.6005643600272816,2025-12-01 15:56:29.136121
473,total_predicted_revenue,1663572.1407816967,2025-12-01 15:56:29.136121
474,total_quantity,b'\t\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:29.136121
475,batch_size,1.0,2025-12-01 15:56:29.136121
476,avg_price,1984222.210201787,2025-12-01 15:56:30.149747
477,avg_rating,0.8842423535050953,2025-12-01 15:56:30.149747
478,total_predicted_revenue,11905333.261210723,2025-12-01 15:56:30.149747
479,total_quantity,b'\x06\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:30.149747
480,batch_size,1.0,2025-12-01 15:56:30.149747
481,avg_price,84734.39170406939,2025-12-01 15:56:30.962275
482,avg_rating,3.9784939770061625,2025-12-01 15:56:30.962275
483,total_predicted_revenue,1016812.7004488327,2025-12-01 15:56:30.962275
484,total_quantity,b'\x0c\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:30.962275
485,batch_size,1.0,2025-12-01 15:56:30.962275
486,avg_price,1000188.7882196037,2025-12-01 15:56:31.350741
487,avg_rating,1.357555043354401,2025-12-01 15:56:31.350741
488,total_predicted_revenue,10001887.882196037,2025-12-01 15:56:31.350741
489,total_quantity,b'\n\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:31.350741
490,batch_size,1.0,2025-12-01 15:56:31.350741
491,avg_price,1406760.6553490518,2025-12-01 15:56:32.038852
492,avg_rating,3.4864245651165833,2025-12-01 15:56:32.038852
493,total_predicted_revenue,15474367.20883957,2025-12-01 15:56:32.038852
494,total_quantity,b'\x0b\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:32.038852
495,batch_size,1.0,2025-12-01 15:56:32.038852
496,avg_price,442301.20802336914,2025-12-01 15:56:32.878624
497,avg_rating,4.657853286918508,2025-12-01 15:56:32.878624
498,total_predicted_revenue,7961421.744420645,2025-12-01 15:56:32.878624
499,total_quantity,b'\x12\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:32.878624
500,batch_size,1.0,2025-12-01 15:56:32.878624
501,avg_price,1072867.400835536,2025-12-01 15:56:33.677185
502,avg_rating,1.1941108969130725,2025-12-01 15:56:33.677185
503,total_predicted_revenue,11801541.409190895,2025-12-01 15:56:33.677185
504,total_quantity,b'\x0b\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:33.677185
505,batch_size,1.0,2025-12-01 15:56:33.677185
506,avg_price,1064569.2232212508,2025-12-01 15:56:34.486992
507,avg_rating,1.1529249318495294,2025-12-01 15:56:34.486992
508,total_predicted_revenue,10645692.232212508,2025-12-01 15:56:34.486992
509,total_quantity,b'\n\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:34.486992
510,batch_size,1.0,2025-12-01 15:56:34.486992
511,avg_price,127012.41086869455,2025-12-01 15:56:35.268677
512,avg_rating,4.0677001889381685,2025-12-01 15:56:35.268677
513,total_predicted_revenue,1270124.1086869456,2025-12-01 15:56:35.268677
514,total_quantity,b'\n\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:35.268677
515,batch_size,1.0,2025-12-01 15:56:35.268677
516,avg_price,56210.714490464794,2025-12-01 15:56:36.052419
517,avg_rating,1.8055302861326705,2025-12-01 15:56:36.052419
518,total_predicted_revenue,562107.144904648,2025-12-01 15:56:36.052419
519,total_quantity,b'\n\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:36.052419
520,batch_size,1.0,2025-12-01 15:56:36.052419
521,avg_price,341387.748145813,2025-12-01 15:56:36.398708
522,avg_rating,0.12441596594595261,2025-12-01 15:56:36.398708
523,total_predicted_revenue,3072489.733312317,2025-12-01 15:56:36.398708
524,total_quantity,b'\t\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:36.398708
525,batch_size,1.0,2025-12-01 15:56:36.398708
526,avg_price,1683636.748071961,2025-12-01 15:56:36.539306
527,avg_rating,1.9418078619221224,2025-12-01 15:56:36.539306
528,total_predicted_revenue,15152730.73264765,2025-12-01 15:56:36.539306
529,total_quantity,b'\t\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:36.539306
530,batch_size,1.0,2025-12-01 15:56:36.539306
531,avg_price,68982.43163634959,2025-12-01 15:56:36.696325
532,avg_rating,4.893696182671347,2025-12-01 15:56:36.696325
533,total_predicted_revenue,689824.3163634959,2025-12-01 15:56:36.696325
534,total_quantity,b'\n\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:36.696325
535,batch_size,1.0,2025-12-01 15:56:36.696325
536,avg_price,682650.6239034117,2025-12-01 15:56:37.573996
537,avg_rating,0.6609472790840765,2025-12-01 15:56:37.573996
538,total_predicted_revenue,6826506.239034116,2025-12-01 15:56:37.573996
539,total_quantity,b'\n\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:37.573996
540,batch_size,1.0,2025-12-01 15:56:37.573996
541,avg_price,1284091.948785928,2025-12-01 15:56:37.977872
542,avg_rating,2.7887894723763536,2025-12-01 15:56:37.977872
543,total_predicted_revenue,7704551.6927155685,2025-12-01 15:56:37.977872
544,total_quantity,b'\x06\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:37.977872
545,batch_size,1.0,2025-12-01 15:56:37.977872
546,avg_price,151590.70327914576,2025-12-01 15:56:38.148336
547,avg_rating,3.643576769114288,2025-12-01 15:56:38.148336
548,total_predicted_revenue,1667497.7360706034,2025-12-01 15:56:38.148336
549,total_quantity,b'\x0b\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:38.148336
550,batch_size,1.0,2025-12-01 15:56:38.148336
551,avg_price,903986.2129578011,2025-12-01 15:56:38.635090
552,avg_rating,4.802218404039092,2025-12-01 15:56:38.635090
553,total_predicted_revenue,8135875.91662021,2025-12-01 15:56:38.635090
554,total_quantity,b'\t\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:38.635090
555,batch_size,1.0,2025-12-01 15:56:38.635090
556,avg_price,500150.6938338218,2025-12-01 15:56:39.332232
557,avg_rating,0.5846361019722518,2025-12-01 15:56:39.332232
558,total_predicted_revenue,4001205.5506705744,2025-12-01 15:56:39.332232
559,total_quantity,b'\x08\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:39.332232
560,batch_size,1.0,2025-12-01 15:56:39.332232
561,avg_price,1844040.6904492134,2025-12-01 15:56:40.159136
562,avg_rating,0.7057445023070297,2025-12-01 15:56:40.159136
563,total_predicted_revenue,16596366.21404292,2025-12-01 15:56:40.159136
564,total_quantity,b'\t\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:40.159136
565,batch_size,1.0,2025-12-01 15:56:40.159136
566,avg_price,1099870.465711416,2025-12-01 15:56:40.532898
567,avg_rating,1.578829692203585,2025-12-01 15:56:40.532898
568,total_predicted_revenue,10998704.65711416,2025-12-01 15:56:40.532898
569,total_quantity,b'\n\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:40.532898
570,batch_size,1.0,2025-12-01 15:56:40.532898
571,avg_price,775484.9190450271,2025-12-01 15:56:41.031398
572,avg_rating,2.6354066221898274,2025-12-01 15:56:41.031398
573,total_predicted_revenue,12407758.704720434,2025-12-01 15:56:41.031398
574,total_quantity,b'\x10\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:41.031398
575,batch_size,1.0,2025-12-01 15:56:41.031398
576,avg_price,1270286.513463339,2025-12-01 15:56:41.360636
577,avg_rating,3.3649371534574977,2025-12-01 15:56:41.360636
578,total_predicted_revenue,8892005.594243374,2025-12-01 15:56:41.360636
579,total_quantity,b'\x07\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:41.360636
580,batch_size,1.0,2025-12-01 15:56:41.360636
581,avg_price,248969.1297280034,2025-12-01 15:56:42.079142
582,avg_rating,4.8044611011660425,2025-12-01 15:56:42.079142
583,total_predicted_revenue,995876.5189120136,2025-12-01 15:56:42.079142
584,total_quantity,b'\x04\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:42.079142
585,batch_size,1.0,2025-12-01 15:56:42.079142
586,avg_price,1871478.5297789953,2025-12-01 15:56:42.778821
587,avg_rating,4.308509130355258,2025-12-01 15:56:42.778821
588,total_predicted_revenue,20586263.82756895,2025-12-01 15:56:42.778821
589,total_quantity,b'\x0b\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:42.778821
590,batch_size,1.0,2025-12-01 15:56:42.778821
591,avg_price,118393.34688245982,2025-12-01 15:56:43.471032
592,avg_rating,4.645223960468787,2025-12-01 15:56:43.471032
593,total_predicted_revenue,947146.7750596786,2025-12-01 15:56:43.471032
594,total_quantity,b'\x08\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:43.471032
595,batch_size,1.0,2025-12-01 15:56:43.471032
596,avg_price,1885703.6084630461,2025-12-01 15:56:44.437302
597,avg_rating,3.3875229241822,2025-12-01 15:56:44.437302
598,total_predicted_revenue,20742739.69309351,2025-12-01 15:56:44.437302
599,total_quantity,b'\x0b\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:44.437302
600,batch_size,1.0,2025-12-01 15:56:44.437302
601,avg_price,532385.5182532265,2025-12-01 15:56:45.077317
602,avg_rating,3.2109458883661763,2025-12-01 15:56:45.077317
603,total_predicted_revenue,3194313.109519359,2025-12-01 15:56:45.077317
604,total_quantity,b'\x06\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:45.077317
605,batch_size,1.0,2025-12-01 15:56:45.077317
606,avg_price,444228.22948919993,2025-12-01 15:56:45.202982
607,avg_rating,1.9819496519994984,2025-12-01 15:56:45.202982
608,total_predicted_revenue,3998054.0654027993,2025-12-01 15:56:45.202982
609,total_quantity,b'\t\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:45.202982
610,batch_size,1.0,2025-12-01 15:56:45.202982
611,avg_price,778979.869836465,2025-12-01 15:56:45.840313
612,avg_rating,4.267326765118476,2025-12-01 15:56:45.840313
613,total_predicted_revenue,10905718.17771051,2025-12-01 15:56:45.840313
614,total_quantity,b'\x0e\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:45.840313
615,batch_size,1.0,2025-12-01 15:56:45.840313
616,avg_price,847506.888726909,2025-12-01 15:56:46.841510
617,avg_rating,0.2247623447591185,2025-12-01 15:56:46.841510
618,total_predicted_revenue,12712603.330903634,2025-12-01 15:56:46.841510
619,total_quantity,b'\x0f\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:46.841510
620,batch_size,1.0,2025-12-01 15:56:46.841510
621,avg_price,204229.7685879358,2025-12-01 15:56:47.293776
622,avg_rating,0.4038814090227727,2025-12-01 15:56:47.293776
623,total_predicted_revenue,1838067.9172914221,2025-12-01 15:56:47.293776
624,total_quantity,b'\t\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:47.293776
625,batch_size,1.0,2025-12-01 15:56:47.293776
626,avg_price,1180432.7528581268,2025-12-01 15:56:47.963763
627,avg_rating,4.187247278030796,2025-12-01 15:56:47.963763
628,total_predicted_revenue,5902163.764290634,2025-12-01 15:56:47.963763
629,total_quantity,b'\x05\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:47.963763
630,batch_size,1.0,2025-12-01 15:56:47.963763
631,avg_price,647996.9246738701,2025-12-01 15:56:48.654572
632,avg_rating,2.855186321434173,2025-12-01 15:56:48.654572
633,total_predicted_revenue,1943990.7740216102,2025-12-01 15:56:48.654572
634,total_quantity,b'\x03\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:48.654572
635,batch_size,1.0,2025-12-01 15:56:48.654572
636,avg_price,1174928.3683016445,2025-12-01 15:56:49.370966
637,avg_rating,4.096960814720278,2025-12-01 15:56:49.370966
638,total_predicted_revenue,8224498.578111511,2025-12-01 15:56:49.370966
639,total_quantity,b'\x07\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:49.370966
640,batch_size,1.0,2025-12-01 15:56:49.370966
641,avg_price,1490775.6535551206,2025-12-01 15:56:49.994172
642,avg_rating,2.5477020740842464,2025-12-01 15:56:49.994172
643,total_predicted_revenue,23852410.45688193,2025-12-01 15:56:49.994172
644,total_quantity,b'\x10\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:49.994172
645,batch_size,1.0,2025-12-01 15:56:49.994172
646,avg_price,994724.2469336517,2025-12-01 15:56:50.245208
647,avg_rating,1.3852741829777488,2025-12-01 15:56:50.245208
648,total_predicted_revenue,6963069.728535562,2025-12-01 15:56:50.245208
649,total_quantity,b'\x07\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:50.245208
650,batch_size,1.0,2025-12-01 15:56:50.245208
651,avg_price,465930.9945682565,2025-12-01 15:56:50.805279
652,avg_rating,4.554278388363695,2025-12-01 15:56:50.805279
653,total_predicted_revenue,2795585.967409539,2025-12-01 15:56:50.805279
654,total_quantity,b'\x06\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:50.805279
655,batch_size,1.0,2025-12-01 15:56:50.805279
656,avg_price,1720871.9466409485,2025-12-01 15:56:50.993137
657,avg_rating,2.002921100734257,2025-12-01 15:56:50.993137
658,total_predicted_revenue,24092207.25297328,2025-12-01 15:56:50.993137
659,total_quantity,b'\x0e\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:50.993137
660,batch_size,1.0,2025-12-01 15:56:50.993137
661,avg_price,969819.6804356595,2025-12-01 15:56:51.430351
662,avg_rating,4.200498219999549,2025-12-01 15:56:51.430351
663,total_predicted_revenue,9698196.804356596,2025-12-01 15:56:51.430351
664,total_quantity,b'\n\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:51.430351
665,batch_size,1.0,2025-12-01 15:56:51.430351
666,avg_price,348733.8312030373,2025-12-01 15:56:52.023170
667,avg_rating,4.655206803848677,2025-12-01 15:56:52.023170
668,total_predicted_revenue,3138604.4808273357,2025-12-01 15:56:52.023170
669,total_quantity,b'\t\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:52.023170
670,batch_size,1.0,2025-12-01 15:56:52.023170
671,avg_price,690129.3546172212,2025-12-01 15:56:52.553406
672,avg_rating,4.785597118053102,2025-12-01 15:56:52.553406
673,total_predicted_revenue,6211164.191554991,2025-12-01 15:56:52.553406
674,total_quantity,b'\t\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:52.553406
675,batch_size,1.0,2025-12-01 15:56:52.553406
676,avg_price,382253.16583799146,2025-12-01 15:56:53.160150
677,avg_rating,2.690480454651532,2025-12-01 15:56:53.160150
678,total_predicted_revenue,4587037.990055897,2025-12-01 15:56:53.160150
679,total_quantity,b'\x0c\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:53.160150
680,batch_size,1.0,2025-12-01 15:56:53.160150
681,avg_price,697190.2165524863,2025-12-01 15:56:53.268710
682,avg_rating,1.0258174779822882,2025-12-01 15:56:53.268710
683,total_predicted_revenue,6274711.948972377,2025-12-01 15:56:53.268710
684,total_quantity,b'\t\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:53.268710
685,batch_size,1.0,2025-12-01 15:56:53.268710
686,avg_price,1385165.5290410363,2025-12-01 15:56:53.534946
687,avg_rating,3.548131322566996,2025-12-01 15:56:53.534946
688,total_predicted_revenue,23547813.993697617,2025-12-01 15:56:53.534946
689,total_quantity,b'\x11\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:53.534946
690,batch_size,1.0,2025-12-01 15:56:53.534946
691,avg_price,61292.02926277669,2025-12-01 15:56:54.475079
692,avg_rating,4.31646322642713,2025-12-01 15:56:54.475079
693,total_predicted_revenue,612920.292627767,2025-12-01 15:56:54.475079
694,total_quantity,b'\n\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:54.475079
695,batch_size,1.0,2025-12-01 15:56:54.475079
696,avg_price,858956.3921537545,2025-12-01 15:56:55.337255
697,avg_rating,4.753830813952112,2025-12-01 15:56:55.337255
698,total_predicted_revenue,10307476.705845054,2025-12-01 15:56:55.337255
699,total_quantity,b'\x0c\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:55.337255
700,batch_size,1.0,2025-12-01 15:56:55.337255
701,avg_price,1140383.733052707,2025-12-01 15:56:55.602218
702,avg_rating,1.372505466738757,2025-12-01 15:56:55.602218
703,total_predicted_revenue,20526907.194948725,2025-12-01 15:56:55.602218
704,total_quantity,b'\x12\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:55.602218
705,batch_size,1.0,2025-12-01 15:56:55.602218
706,avg_price,1719892.4170316027,2025-12-01 15:56:55.928513
707,avg_rating,0.3825257766401796,2025-12-01 15:56:55.928513
708,total_predicted_revenue,10319354.502189616,2025-12-01 15:56:55.928513
709,total_quantity,b'\x06\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:55.928513
710,batch_size,1.0,2025-12-01 15:56:55.928513
711,avg_price,1246226.0713314225,2025-12-01 15:56:56.535210
712,avg_rating,2.704007993422665,2025-12-01 15:56:56.535210
713,total_predicted_revenue,14954712.85597707,2025-12-01 15:56:56.535210
714,total_quantity,b'\x0c\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:56.535210
715,batch_size,1.0,2025-12-01 15:56:56.535210
716,avg_price,1361258.0076608695,2025-12-01 15:56:57.033226
717,avg_rating,3.1673773786239385,2025-12-01 15:56:57.033226
718,total_predicted_revenue,16335096.091930434,2025-12-01 15:56:57.033226
719,total_quantity,b'\x0c\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:57.033226
720,batch_size,1.0,2025-12-01 15:56:57.033226
721,avg_price,867858.2064118315,2025-12-01 15:56:57.768572
722,avg_rating,3.5982695793668995,2025-12-01 15:56:57.768572
723,total_predicted_revenue,7810723.857706483,2025-12-01 15:56:57.768572
724,total_quantity,b'\t\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:57.768572
725,batch_size,1.0,2025-12-01 15:56:57.768572
726,avg_price,423401.75183136214,2025-12-01 15:56:58.532798
727,avg_rating,4.875989127861696,2025-12-01 15:56:58.532798
728,total_predicted_revenue,4234017.518313621,2025-12-01 15:56:58.532798
729,total_quantity,b'\n\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:58.532798
730,batch_size,1.0,2025-12-01 15:56:58.532798
731,avg_price,1367690.5826924813,2025-12-01 15:56:58.799065
732,avg_rating,3.029050550510295,2025-12-01 15:56:58.799065
733,total_predicted_revenue,13676905.826924814,2025-12-01 15:56:58.799065
734,total_quantity,b'\n\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:58.799065
735,batch_size,1.0,2025-12-01 15:56:58.799065
736,avg_price,388094.77294948493,2025-12-01 15:56:59.614091
737,avg_rating,1.0305205211018509,2025-12-01 15:56:59.614091
738,total_predicted_revenue,5433326.821292789,2025-12-01 15:56:59.614091
739,total_quantity,b'\x0e\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:59.614091
740,batch_size,1.0,2025-12-01 15:56:59.614091
741,avg_price,1172062.5362863932,2025-12-01 15:56:59.895238
742,avg_rating,2.767337551427186,2025-12-01 15:56:59.895238
743,total_predicted_revenue,8204437.754004752,2025-12-01 15:56:59.895238
744,total_quantity,b'\x07\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:56:59.895238
745,batch_size,1.0,2025-12-01 15:56:59.895238
746,avg_price,160554.77339662742,2025-12-01 15:57:00.492015
747,avg_rating,4.137494114123656,2025-12-01 15:57:00.492015
748,total_predicted_revenue,2247766.827552784,2025-12-01 15:57:00.492015
749,total_quantity,b'\x0e\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:57:00.492015
750,batch_size,1.0,2025-12-01 15:57:00.492015
751,avg_price,643391.3592602054,2025-12-01 15:57:01.099210
752,avg_rating,4.742149434013735,2025-12-01 15:57:01.099210
753,total_predicted_revenue,9007479.029642876,2025-12-01 15:57:01.099210
754,total_quantity,b'\x0e\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:57:01.099210
755,batch_size,1.0,2025-12-01 15:57:01.099210
756,avg_price,1039616.8771223538,2025-12-01 15:57:01.947229
757,avg_rating,4.172153886879506,2025-12-01 15:57:01.947229
758,total_predicted_revenue,9356551.894101184,2025-12-01 15:57:01.947229
759,total_quantity,b'\t\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:57:01.947229
760,batch_size,1.0,2025-12-01 15:57:01.947229
761,avg_price,693194.1814765504,2025-12-01 15:57:02.448465
762,avg_rating,4.4060560286679555,2025-12-01 15:57:02.448465
763,total_predicted_revenue,7625135.996242055,2025-12-01 15:57:02.448465
764,total_quantity,b'\x0b\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:57:02.448465
765,batch_size,1.0,2025-12-01 15:57:02.448465
766,avg_price,557507.0558358092,2025-12-01 15:57:03.417788
767,avg_rating,2.875706098831601,2025-12-01 15:57:03.417788
768,total_predicted_revenue,4460056.446686474,2025-12-01 15:57:03.417788
769,total_quantity,b'\x08\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:57:03.417788
770,batch_size,1.0,2025-12-01 15:57:03.417788
771,avg_price,1151258.2476680328,2025-12-01 15:57:03.715892
772,avg_rating,2.4242934428353404,2025-12-01 15:57:03.715892
773,total_predicted_revenue,6907549.486008197,2025-12-01 15:57:03.715892
774,total_quantity,b'\x06\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:57:03.715892
775,batch_size,1.0,2025-12-01 15:57:03.715892
776,avg_price,372506.556533347,2025-12-01 15:57:04.325061
777,avg_rating,0.487416058692694,2025-12-01 15:57:04.325061
778,total_predicted_revenue,5587598.348000205,2025-12-01 15:57:04.325061
779,total_quantity,b'\x0f\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:57:04.325061
780,batch_size,1.0,2025-12-01 15:57:04.325061
781,avg_price,243939.42194129387,2025-12-01 15:57:04.810265
782,avg_rating,2.975945422781666,2025-12-01 15:57:04.810265
783,total_predicted_revenue,2683333.6413542326,2025-12-01 15:57:04.810265
784,total_quantity,b'\x0b\x00\x00\x00\x00\x00\x00\x00',2025-12-01 15:57:04.810265
785,batch_size,1.0,2025-12-01 15:57:04.810265
